metric_name,entity_name,currency,date,item_segment,category_name,value,quarter_start,quarter_end
Gross Merchandise Volume - Total,eBay,USD,2021-10-08,International,Health & Beauty,4184446.498410,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-31,International,Home & Garden,25830677.516863,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-20,International,Computers,7263307.928559,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-11,United States,Consumer Electronics,2592651.615289,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-27,United States,Consumer Electronics,2749431.432155,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-14,International,Sports,8375386.215989,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-11-17,International,Collectibles & Art,9720150.154718,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-29,United States,Consumer Electronics,3799500.454333,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-09,International,Clothing & Accessories,15983642.699492,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-05,United States,Video Games,1683310.512651,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-09,International,Computers,8700622.136043,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-03,United States,Video Games,2981277.138656,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-16,International,Home & Garden,39773589.861514,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-13,United States,Computers,6522048.131248,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-04,United States,Clothing & Accessories,13612060.747326,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-22,United States,Sports,9458459.007254,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-06,United States,Sports,9137458.845755,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-27,United States,"Books, Movies & Music",1710922.866549,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-19,United States,Photo,1506436.340141,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-15,United States,"Books, Movies & Music",1972524.086260,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-10,United States,Video Games,3104958.796899,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-27,United States,Toys & Hobbies,6959665.704495,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-30,International,Musical Instruments,1173177.908029,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-01,International,Remaining Categories,467295.219347,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-17,United States,Musical Instruments,1273244.846035,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-16,United States,Tickets & Travel,167391.758399,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-04,International,Tickets & Travel,151011.233207,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-27,International,Remaining Categories,400670.731213,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-18,United States,"Business, Office & Industrial",9091123.311203,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-16,United States,Sports,18209318.520122,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-04,International,Clothing & Accessories,17568031.060953,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-31,United States,Computers,9621798.284099,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-28,United States,Sports,18666520.632259,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-22,International,Consumer Electronics,4469299.504741,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-09,International,Tickets & Travel,120869.780279,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-09,International,Musical Instruments,1596118.695134,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-09,International,Toys & Hobbies,6285086.650143,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-27,International,Toys & Hobbies,8868911.718053,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-03,International,"Business, Office & Industrial",8587625.421130,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-28,International,Collectibles & Art,8789009.446161,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-18,International,Consumer Electronics,5835502.107144,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-30,United States,Musical Instruments,1795175.731254,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-13,International,Remaining Categories,462612.717616,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-06-21,International,Remaining Categories,515648.403702,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-21,International,"Books, Movies & Music",2716869.391351,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-13,United States,Consumer Electronics,3796525.242371,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-12,United States,Musical Instruments,1768091.223161,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-22,International,"Books, Movies & Music",2390744.630836,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-29,International,Home & Garden,35081407.310681,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-25,United States,Tickets & Travel,14463.196221,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-02,United States,Tickets & Travel,641615.393241,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-26,International,Sports,8427157.483134,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-29,United States,Clothing & Accessories,13647375.486372,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-24,International,"Books, Movies & Music",2046907.011560,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-23,United States,Toys & Hobbies,4662535.772611,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-25,International,Remaining Categories,365977.928318,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-20,United States,Clothing & Accessories,11762354.752422,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-14,United States,Photo,1907739.831358,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-21,International,Computers,10192286.223404,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-14,International,Consumer Electronics,3532846.931709,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-01-21,International,Cell Phones & Telecom,5344397.345824,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-18,United States,Photo,1664439.312154,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-30,International,"Books, Movies & Music",4256630.012750,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-19,United States,Sports,14918282.529116,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-24,United States,"Business, Office & Industrial",10433612.762907,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-04,International,Consumer Electronics,4488701.144298,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-17,International,Video Games,1952857.910467,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-16,International,Cell Phones & Telecom,5794553.738270,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-24,United States,Parts & Accessories,24948039.472210,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-22,International,Photo,2587860.942471,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-18,International,Parts & Accessories,17833156.789649,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-07,United States,Health & Beauty,3576838.565897,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-24,International,Consumer Electronics,3011439.970227,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-17,United States,Photo,1452745.240850,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-06,International,Toys & Hobbies,6021298.493307,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-06,United States,"Business, Office & Industrial",6857884.251468,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-23,International,Parts & Accessories,18043380.550736,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-31,International,"Books, Movies & Music",2383486.802975,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-22,International,Video Games,3265741.561395,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-25,United States,Musical Instruments,1877329.035157,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-22,International,Photo,2858922.611883,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-21,United States,Musical Instruments,1570555.804583,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-23,United States,Collectibles & Art,10509473.856936,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-14,United States,Sports,14373934.531960,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-10,United States,Musical Instruments,1683908.241322,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-29,International,Collectibles & Art,8288403.574373,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-15,International,Remaining Categories,286378.398169,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-26,International,Computers,7289462.618363,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-16,United States,Clothing & Accessories,11605534.757374,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-09,International,Sports,6826631.325721,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-28,International,Cell Phones & Telecom,6332894.558691,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-03,United States,Computers,9478421.429807,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-03,International,"Books, Movies & Music",2292761.457193,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-18,International,Collectibles & Art,6680979.873272,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-29,International,Photo,1839306.816642,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-21,International,Photo,2562063.566825,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-18,United States,Sports,15399539.192457,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-18,International,Toys & Hobbies,8159470.085904,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-15,International,"Business, Office & Industrial",9127965.929732,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-11,International,Clothing & Accessories,17007165.849773,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-19,United States,Photo,1801726.789635,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-12,International,Cell Phones & Telecom,5623037.152699,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-04,United States,Collectibles & Art,11179372.344283,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-25,United States,"Business, Office & Industrial",3839608.439383,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-24,International,Video Games,2321890.318550,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-25,United States,"Books, Movies & Music",2000350.505235,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-31,United States,Parts & Accessories,20969865.335510,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-24,United States,"Books, Movies & Music",2307723.458331,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-18,International,"Books, Movies & Music",2140125.822977,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-07,International,"Books, Movies & Music",2356828.643830,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-06,International,Toys & Hobbies,4820712.252388,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-22,International,Remaining Categories,827307.347216,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-02,United States,"Books, Movies & Music",1935828.044178,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-16,United States,Home & Garden,12224922.252024,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-05,International,Parts & Accessories,23255047.755037,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-07,International,Photo,2235570.755482,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-29,United States,Health & Beauty,6459661.446367,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-05,International,Musical Instruments,1600021.562810,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-01-17,International,Musical Instruments,1551915.721442,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-13,International,Sports,7961655.866485,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-19,United States,"Books, Movies & Music",1734605.486492,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-19,United States,Sports,12052605.874030,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-29,International,Collectibles & Art,6947472.753050,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-03,United States,Clothing & Accessories,13141989.101124,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-16,International,Parts & Accessories,22374312.683389,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-15,International,"Books, Movies & Music",2012350.973945,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-22,International,Video Games,3928995.069631,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-18,International,Video Games,3328594.707128,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-17,United States,Video Games,3054210.975746,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-24,United States,Video Games,2972594.397416,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-18,United States,Musical Instruments,1689140.823814,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-16,United States,Collectibles & Art,9044693.003075,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-08,International,Home & Garden,30672566.854622,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-24,United States,Video Games,1904932.198582,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-19,United States,Consumer Electronics,3136190.166001,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-07,United States,Remaining Categories,589623.072815,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-13,United States,Collectibles & Art,6821090.615798,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-11,United States,Collectibles & Art,7781494.696327,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-11,United States,Health & Beauty,4140699.997324,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-19,International,Video Games,3220409.336472,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-28,International,Clothing & Accessories,16527207.044713,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-25,International,Video Games,2872740.067608,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-20,International,"Books, Movies & Music",2112777.997147,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-04,International,Tickets & Travel,73762.011180,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-30,United States,Consumer Electronics,2637509.899802,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-25,United States,Home & Garden,11773293.884170,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-28,United States,Musical Instruments,1688671.240037,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-28,International,Video Games,4189258.303305,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-18,International,Photo,2660881.907171,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-18,United States,Photo,2471520.595216,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-06,United States,Collectibles & Art,11301425.986983,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-12,United States,"Books, Movies & Music",2507418.341461,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-07,United States,Tickets & Travel,88597.992900,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-21,International,Musical Instruments,1673157.101674,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-04,United States,Computers,6319583.420237,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-05-22,International,Clothing & Accessories,13961507.403009,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-24,United States,Remaining Categories,548578.259486,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-29,International,Musical Instruments,1609457.332359,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-11,International,Health & Beauty,5721146.365815,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-03,United States,Clothing & Accessories,14120073.326264,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-23,United States,Parts & Accessories,17336383.263983,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-21,United States,Consumer Electronics,3193108.055799,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-20,International,Video Games,2224865.873787,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-19,United States,Video Games,1797733.697393,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-30,International,Sports,6508442.473118,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-24,International,Home & Garden,23429726.816097,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-21,United States,Video Games,1939203.919726,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-17,International,Clothing & Accessories,13570212.815171,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-12-27,International,Musical Instruments,1308609.596976,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-12,United States,Photo,2537008.784549,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-08,United States,Computers,8466531.824104,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-07,United States,Health & Beauty,4905210.100277,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-22,United States,Collectibles & Art,12090797.217033,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-01,International,Clothing & Accessories,18723514.809597,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-07,International,Video Games,1888897.971870,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-08,United States,Consumer Electronics,3599867.526111,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-22,International,Consumer Electronics,4822929.312466,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-28,International,Parts & Accessories,23947355.138382,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-24,United States,Photo,2095791.991462,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-17,International,Health & Beauty,6993871.234462,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-09,International,Cell Phones & Telecom,5802257.455836,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-07,International,Video Games,1718639.246862,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-26,United States,Photo,986697.893333,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-18,United States,Toys & Hobbies,7370433.147233,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-15,United States,Clothing & Accessories,17276214.431826,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-16,International,Health & Beauty,4302358.522975,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-09,United States,Clothing & Accessories,16204870.038278,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-19,United States,Parts & Accessories,19515715.585896,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-17,International,"Books, Movies & Music",1844328.467719,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-09,International,Home & Garden,30557497.508830,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-17,International,Parts & Accessories,28332072.221455,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-30,International,Parts & Accessories,24236872.949075,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-29,United States,Consumer Electronics,3422179.635334,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-20,International,Consumer Electronics,4185868.784262,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-11,United States,Toys & Hobbies,6632909.169554,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-04,International,Computers,6689961.014992,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-23,International,Home & Garden,35039788.056950,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-27,International,Sports,7360392.568920,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-09,International,"Books, Movies & Music",3410938.482911,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-17,United States,Parts & Accessories,21247617.579483,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-04,International,Cell Phones & Telecom,6994427.315911,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-27,International,Consumer Electronics,4473707.804583,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-29,United States,Consumer Electronics,3526341.422283,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-28,International,Musical Instruments,1438754.215201,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-09,United States,Cell Phones & Telecom,5366578.672797,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-01,International,Consumer Electronics,4465732.774189,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-05,International,Consumer Electronics,4494313.771988,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-30,International,Video Games,4995764.060106,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-27,United States,"Books, Movies & Music",2126318.074431,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-23,International,"Business, Office & Industrial",13692028.259312,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-07,International,Parts & Accessories,21929985.253240,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-04,International,Clothing & Accessories,13705422.255203,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-14,International,Computers,7700473.181836,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-18,United States,Remaining Categories,360464.256552,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-14,United States,Home & Garden,9319381.821520,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-03,International,Musical Instruments,1326883.115433,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-18,United States,Remaining Categories,760641.110698,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-09,International,"Business, Office & Industrial",9343602.473487,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-05,United States,Consumer Electronics,3790735.178177,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-30,United States,Musical Instruments,1272975.324256,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-13,International,Parts & Accessories,23638067.665642,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-29,United States,Video Games,1970417.797956,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-22,United States,Parts & Accessories,30374720.695134,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-18,United States,Tickets & Travel,106405.863154,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-04,International,Collectibles & Art,8491592.050163,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-01,United States,Collectibles & Art,16578630.281935,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-29,United States,Parts & Accessories,20217406.152932,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-19,United States,Tickets & Travel,95004.808273,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-23,United States,Collectibles & Art,9918761.205175,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-22,International,Clothing & Accessories,21143575.018281,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-16,United States,Photo,2432273.144817,2020-10-01,2020-12-31
