metric_name,entity_name,currency,date,item_segment,category_name,value,quarter_start,quarter_end
Gross Merchandise Volume - Total,eBay,USD,2020-07-19,United States,Remaining Categories,517139.296396,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-12,United States,"Business, Office & Industrial",8192370.781327,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-01,United States,Sports,14900744.578758,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-30,United States,Toys & Hobbies,4769897.209462,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-30,International,Remaining Categories,621936.876145,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-22,United States,Video Games,2225233.883659,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-16,International,Sports,12690134.866685,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-07,United States,Musical Instruments,1475401.451565,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-02,International,"Books, Movies & Music",2625040.572908,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-19,United States,Musical Instruments,2185144.841315,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-11,International,"Books, Movies & Music",2473784.584618,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-03,United States,Remaining Categories,563479.340810,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-30,International,Photo,1903333.024349,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-11,International,Health & Beauty,6504593.464931,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-26,International,Health & Beauty,5803238.170750,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-11,United States,Collectibles & Art,12880614.118239,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-10,United States,Health & Beauty,3895998.787018,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-03,International,Health & Beauty,5024468.848205,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-28,International,Consumer Electronics,3045641.786021,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-07-18,International,Musical Instruments,1508735.268393,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-10,International,Computers,5649494.263065,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-30,International,Remaining Categories,359777.302823,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-21,International,Sports,7667574.251979,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-23,International,Parts & Accessories,26767987.010674,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-11,United States,Toys & Hobbies,6091688.637638,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-07,International,Video Games,4502115.040522,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-29,United States,"Business, Office & Industrial",8471976.734077,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-27,United States,Health & Beauty,4131311.963274,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-18,International,Consumer Electronics,2967403.347419,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-11,United States,Cell Phones & Telecom,4314534.062741,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-02,United States,"Books, Movies & Music",2222469.506606,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-18,United States,Parts & Accessories,23820893.932244,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-08,International,Photo,2503289.937077,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-29,International,Cell Phones & Telecom,5866094.296264,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-29,International,Toys & Hobbies,5946706.175889,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-17,United States,Health & Beauty,5354958.037433,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-29,International,Video Games,3340390.118956,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-27,United States,Collectibles & Art,11815245.315638,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-17,United States,Sports,13705033.758984,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-19,United States,"Books, Movies & Music",1314030.569928,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-06,United States,Cell Phones & Telecom,3837360.650705,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-19,International,Musical Instruments,1159712.877571,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-29,International,Musical Instruments,1237405.548114,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-23,International,Computers,8344026.452271,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-20,United States,Parts & Accessories,23639832.200650,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-30,United States,Tickets & Travel,89301.549719,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-16,International,Musical Instruments,1509813.374768,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-25,United States,Parts & Accessories,29910521.321230,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-18,United States,Health & Beauty,5372738.093992,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-05,United States,"Books, Movies & Music",2181975.008919,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-08,International,Sports,9263314.489750,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-07,United States,Video Games,4989856.024105,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-04,International,Toys & Hobbies,7571080.955008,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-08,United States,Computers,6766804.906269,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-04,International,Tickets & Travel,254278.589139,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-30,United States,Remaining Categories,502590.823261,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-02,United States,Sports,9335409.187114,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-25,International,Parts & Accessories,16915861.516853,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-18,United States,Collectibles & Art,8101763.677766,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-13,United States,Sports,8055871.019616,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-25,United States,Toys & Hobbies,3417022.340730,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-10,United States,"Business, Office & Industrial",8472146.205426,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-02,International,Video Games,2644451.800757,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-17,International,Video Games,2574241.006534,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-14,International,Consumer Electronics,4381507.484760,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-07,United States,Sports,16579289.095185,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-04,International,Photo,1974185.529377,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-03,International,Computers,8947145.957155,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-02,International,Parts & Accessories,24369704.287623,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-11,International,Computers,11224654.833823,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-02,International,Parts & Accessories,25932144.922323,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-12,International,Remaining Categories,592685.800303,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-02,International,Health & Beauty,4846283.860752,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-22,United States,Health & Beauty,4538215.981090,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-22,United States,Consumer Electronics,3548738.628152,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-12,International,Toys & Hobbies,6744293.418237,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-25,United States,"Books, Movies & Music",1697827.747546,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-14,United States,Musical Instruments,2349536.841376,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-04,United States,Cell Phones & Telecom,4423146.267688,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-26,United States,Toys & Hobbies,6677139.641679,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-21,International,Computers,7810386.079347,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-07-12,United States,Sports,12916415.948677,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-07,International,Consumer Electronics,4598103.082419,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-29,International,"Business, Office & Industrial",10333825.915426,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-09,International,Sports,9682791.767997,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-05,United States,Clothing & Accessories,13803482.179502,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-25,International,Tickets & Travel,372783.869348,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-20,International,Consumer Electronics,3525112.422357,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-28,International,Clothing & Accessories,17222968.173519,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-10,United States,Consumer Electronics,3520457.670941,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-12,United States,"Business, Office & Industrial",9632658.624804,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-27,International,Toys & Hobbies,6233446.212174,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-01,International,Remaining Categories,405849.359870,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-29,International,Remaining Categories,416046.871818,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-07,United States,Home & Garden,10623835.479879,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-13,International,Computers,10982309.995321,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-14,International,Health & Beauty,5201294.465356,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-04,United States,Consumer Electronics,3265982.542090,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-15,United States,Video Games,4775136.567682,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-05,United States,Musical Instruments,1143374.018796,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-24,International,Health & Beauty,5491865.712490,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-11,International,Clothing & Accessories,18789906.785542,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-05,International,Musical Instruments,1434655.730774,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-25,United States,Tickets & Travel,118349.076119,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-07,International,Collectibles & Art,7552317.848007,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-11,International,Musical Instruments,1870155.248872,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-12,International,Computers,7075885.406202,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-06,International,Toys & Hobbies,6958624.758403,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-18,United States,Computers,7405881.798252,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-09,United States,Musical Instruments,1369771.946320,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-03,International,Consumer Electronics,3261790.257698,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-25,United States,Video Games,1023995.967384,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-15,International,Home & Garden,22165735.398459,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-15,International,"Books, Movies & Music",2162579.993135,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-13,International,Sports,7118503.382220,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-26,United States,Video Games,1978441.053851,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-08,International,Parts & Accessories,23261060.377939,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-23,United States,"Books, Movies & Music",1614767.851438,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-22,International,"Business, Office & Industrial",5189024.543352,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-18,International,Cell Phones & Telecom,6138002.693532,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-14,International,Clothing & Accessories,24507964.115915,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-02,United States,Consumer Electronics,2980196.690481,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-08,International,Cell Phones & Telecom,6068102.633887,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-15,United States,Tickets & Travel,34729.427900,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-04,International,Toys & Hobbies,5853652.628486,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-27,International,Video Games,2340941.577439,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-23,International,Sports,13066125.831045,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-16,International,Clothing & Accessories,14437623.960212,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-30,United States,Sports,9427332.470504,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-25,United States,Clothing & Accessories,13872363.300899,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-05,United States,Tickets & Travel,133622.285779,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-15,International,Photo,2733825.599480,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-29,International,Tickets & Travel,96533.041628,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-07-01,International,Collectibles & Art,7160192.612452,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-02,United States,Remaining Categories,343021.211263,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-25,International,Sports,9940368.162316,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-07,United States,Video Games,1962206.644296,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-30,United States,Parts & Accessories,28531191.964060,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-11,United States,"Business, Office & Industrial",7556224.162896,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-15,United States,Health & Beauty,3464198.352131,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-31,United States,Consumer Electronics,3016304.693559,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-30,United States,Parts & Accessories,18270069.480937,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-28,United States,Toys & Hobbies,9325067.636801,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-27,United States,Clothing & Accessories,15501692.572489,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-23,International,Musical Instruments,1952210.567760,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-20,United States,Collectibles & Art,11760783.187621,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-18,United States,Remaining Categories,399159.097471,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-27,United States,Tickets & Travel,43648.985089,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-05,United States,Musical Instruments,2009381.563041,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-22,International,Sports,8817678.075614,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-14,United States,Health & Beauty,3543106.547142,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-11,International,Cell Phones & Telecom,6525514.610104,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-02,United States,Home & Garden,14483741.975583,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-19,International,"Business, Office & Industrial",10415466.514399,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-18,United States,"Business, Office & Industrial",10213673.510769,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-01,International,Home & Garden,24676396.775868,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-27,International,Health & Beauty,5392460.302158,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-29,United States,Health & Beauty,4701597.970010,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-08,International,Photo,2614397.294895,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-27,United States,Musical Instruments,1717471.897552,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-25,International,Parts & Accessories,18262161.008417,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-18,International,Cell Phones & Telecom,4269103.259410,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-16,International,Health & Beauty,4384529.265174,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-16,United States,Computers,6185192.773091,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-02,International,Computers,8000950.947189,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-04,United States,Clothing & Accessories,12801051.570051,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-01,United States,"Books, Movies & Music",1946128.845438,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-08,United States,Health & Beauty,3365088.493023,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-07,United States,Clothing & Accessories,12936471.031712,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-26,United States,Remaining Categories,355922.110431,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-22,International,Parts & Accessories,24470071.782720,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-21,United States,Sports,18365856.940048,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-04,International,Video Games,3143947.174783,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-01,International,Collectibles & Art,8544979.080210,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-19,International,Clothing & Accessories,16164335.721382,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-11,United States,Remaining Categories,369167.981715,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-01,International,Video Games,1936656.755914,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-29,United States,Musical Instruments,1678458.183414,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-03,United States,Video Games,1903290.813624,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-21,United States,Home & Garden,11331752.657690,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-06,International,Tickets & Travel,59408.988716,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-28,United States,Collectibles & Art,11747065.237946,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-15,International,Photo,2000665.556046,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-02,United States,Computers,7418634.309389,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-08,International,Consumer Electronics,4437779.562094,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-09,International,Health & Beauty,5647426.016849,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-17,International,Toys & Hobbies,6569653.575843,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-02,United States,Toys & Hobbies,4666788.777975,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-15,United States,"Books, Movies & Music",2089697.698542,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-07,United States,"Books, Movies & Music",1841596.947241,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-10,International,Toys & Hobbies,6996028.898433,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-15,United States,Cell Phones & Telecom,4093804.403552,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-04,United States,Video Games,3325382.843179,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-23,International,Video Games,2792334.716818,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-17,United States,Clothing & Accessories,12555244.004517,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-18,United States,Consumer Electronics,2495606.037390,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-16,United States,Sports,11394758.986919,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-15,United States,Parts & Accessories,18206752.422826,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-22,International,Video Games,1767721.633621,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-09,United States,Video Games,2132836.185316,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-29,International,Parts & Accessories,23379955.309646,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-01-27,United States,Collectibles & Art,9734098.475075,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-06,United States,Computers,6705989.993532,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-03,United States,Clothing & Accessories,12909663.158039,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-22,International,Clothing & Accessories,15690547.778099,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-20,International,Cell Phones & Telecom,5233108.282742,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-06-22,International,Remaining Categories,406566.901302,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-15,United States,Computers,7119413.287741,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-15,United States,Clothing & Accessories,12223924.986292,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-04,International,Cell Phones & Telecom,5518161.307215,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-18,International,Collectibles & Art,9726602.042152,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-11,United States,Photo,1851632.367595,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-09,United States,"Business, Office & Industrial",6149563.153997,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-14,International,Health & Beauty,5778546.789983,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-08,International,Clothing & Accessories,13239028.278602,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-26,United States,Parts & Accessories,20022794.593978,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-23,United States,Musical Instruments,2732849.154928,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-26,International,Parts & Accessories,21103193.342697,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-18,International,Toys & Hobbies,5603586.124147,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-12,United States,Photo,1616948.465290,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-09,United States,Remaining Categories,522126.323982,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-04,International,Toys & Hobbies,7071863.342692,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-22,United States,Consumer Electronics,5277842.681504,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-18,United States,Health & Beauty,4305002.468897,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-09,United States,Remaining Categories,318907.923200,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-15,United States,Health & Beauty,3617845.677900,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-19,United States,Clothing & Accessories,12616412.397977,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-22,International,Health & Beauty,4655423.516063,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-31,United States,Cell Phones & Telecom,3894694.300408,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-28,United States,"Books, Movies & Music",1785993.441269,2021-04-01,2021-06-30
